0,1,2,dictabert_score
[Q] מהו נהר? [T] נהר הוא זרם מים טבעי הזורם ממקום גבוה למקום נמוך. [S] נהר הוא מים זורמים בטבע לאורך מסלול קבוע.,1.0,0.36,0.9811267256736755
[Q] מהו נהר? [T] נהר הוא זרם מים טבעי הזורם ממקום גבוה למקום נמוך. [S] נהר זה הרבה מים בטבע.,0.5,0.36,0.8240121006965637
[Q] מהי מערכת העיכול? [T] מערכת העיכול אחראית על פירוק המזון וספיגת חומרים חיוניים בגוף. [S] מערכת העיכול מפרקת אוכל ומעבדת אותו בגוף.,0.9,0.34,1.0004329681396484
[Q] מהי מערכת העיכול? [T] מערכת העיכול אחראית על פירוק המזון וספיגת חומרים חיוניים בגוף. [S] מערכת בגוף שמטפלת באוכל.,0.4,0.31,0.31275948882102966
"[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב עצמו גורם לכך שחלקים שונים של הכדור פונים לשמש בזמנים שונים. [S] כדור הארץ מסתובב סביב עצמו ולכן נוצר יום ולילה. כאשר צד אחד פונה לשמש הוא מואר, והצד השני נמצא בחושך. כך נוצר מחזור קבוע של יום ולילה.",1.0,0.53,0.8936628699302673
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב עצמו גורם לכך שחלקים שונים של הכדור פונים לשמש בזמנים שונים. [S] השמש נעה סביב כדור הארץ ולכן יש יום ולילה.,0.2,0.39,0.1494397521018982
"[Q] מהי מערכת השמש? [T] מערכת השמש כוללת את השמש, שמונה כוכבי לכת, ירחים וגופים נוספים שמקיפים את השמש במסלולים קבועים. [S] יש שמש וכוכבי לכת שמסתובבים סביב השמש בחלל בצורה מסודרת.",1.0,0.52,0.9223312139511108
"[Q] מהי מערכת השמש? [T] מערכת השמש כוללת את השמש, שמונה כוכבי לכת, ירחים וגופים נוספים שמקיפים את השמש במסלולים קבועים. [S] יש שמש וכוכבים בחלל.",0.5,0.48,0.2463478296995163
"[Q] מהי פוטוסינתזה? [T] פוטוסינתזה היא תהליך שבו צמחים משתמשים באור שמש, מים ופחמן דו-חמצני כדי לייצר גלוקוז וחמצן. [S] צמחים משתמשים באור שמש, מים ופחמן דו חמצני כדי ליצור מזון ולגדול. התהליך מתרחש בעלים.",1.0,0.61,0.48296236991882324
"[Q] מהי פוטוסינתזה? [T] פוטוסינתזה היא תהליך שבו צמחים משתמשים באור שמש, מים ופחמן דו-חמצני כדי לייצר גלוקוז וחמצן. [S] צמחים משתמשים באור כדי לגדול.",0.6,0.4,0.38433995842933655
"[Q] מהי אנרגיה? [T] אנרגיה היא היכולת לבצע עבודה, להניע גופים ולגרום לשינויים במערכות פיזיקליות. [S] אנרגיה מאפשרת הפעלה של מכונות, תנועה ופעולות שונות בטבע ובטכנולוגיה.",0.9,0.69,1.0064126253128052
"[Q] מהי אנרגיה? [T] אנרגיה היא היכולת לבצע עבודה, להניע גופים ולגרום לשינויים במערכות פיזיקליות. [S] אנרגיה היא כוח.",0.3,0.49,0.03713177889585495
"[Q] מי היה דוד בן גוריון? [T] דוד בן גוריון היה ראש הממשלה הראשון של מדינת ישראל ומנהיג מרכזי בתהליך הקמת המדינה. [S] הוא היה ראש הממשלה הראשון של ישראל, הוביל את הקמת המדינה והשפיע על עיצוב החברה והמדינה.",1.0,0.64,0.95832359790802
[Q] מי היה דוד בן גוריון? [T] דוד בן גוריון היה ראש הממשלה הראשון של מדינת ישראל ומנהיג מרכזי בתהליך הקמת המדינה. [S] הוא היה מנהיג בישראל.,0.4,0.48,0.6907662749290466
"[Q] מהו נהר? [T] נהר הוא זרם מים טבעי הזורם ממקורות גבוהים לים או לאגמים, ומשפיע על הסביבה והאדם. [S] נהר הוא גוף מים טבעי שזורם לאורך מסלול קבוע ומשמש מקור מים חשוב לטבע ולבני אדם.",1.0,0.94,1.0367954969406128
"[Q] מהו נהר? [T] נהר הוא זרם מים טבעי הזורם ממקורות גבוהים לים או לאגמים, ומשפיע על הסביבה והאדם. [S] נהר זה מים בטבע.",0.4,0.52,0.6877822279930115
"[Q] מהי מערכת העיכול? [T] מערכת העיכול אחראית על פירוק המזון, ספיגת חומרים חיוניים והעברת אנרגיה לגוף. [S] מערכת העיכול מפרקת מזון, סופגת חומרים חשובים ומאפשרת לגוף לקבל אנרגיה לפעילות יומיומית.",1.0,0.6,1.0274969339370728
"[Q] מהי מערכת העיכול? [T] מערכת העיכול אחראית על פירוק המזון, ספיגת חומרים חיוניים והעברת אנרגיה לגוף. [S] מערכת בגוף שמטפלת באוכל.",0.4,0.24,0.3025657832622528
[Q] מהי יבשת? [T] יבשת היא שטח אדמה גדול מאוד על פני כדור הארץ. [S] יבשת היא חלק גדול של אדמה על פני כדור הארץ הכולל מדינות ואזורים שונים.,1.0,0.96,1.0458823442459106
[Q] מהי יבשת? [T] יבשת היא שטח אדמה גדול מאוד על פני כדור הארץ. [S] יבשת היא אזור בעולם.,0.4,0.87,0.12831605970859528
[Q] מהו אוקיינוס? [T] אוקיינוס הוא גוף מים מלוח גדול מאוד המכסה חלקים נרחבים מכדור הארץ. [S] אוקיינוס הוא ים גדול מאוד של מים מלוחים.,1.0,0.31,1.055416464805603
[Q] מהו אוקיינוס? [T] אוקיינוס הוא גוף מים מלוח גדול מאוד המכסה חלקים נרחבים מכדור הארץ. [S] יש הרבה מים בעולם.,0.3,0.28,0.1691129058599472
[Q] מהו סלע? [T] סלע הוא חומר טבעי קשה המורכב ממינרלים שונים. [S] סלע הוא חומר טבעי קשה שנמצא באדמה ובהרים.,1.0,1.0,0.9937086701393127
[Q] מהו סלע? [T] סלע הוא חומר טבעי קשה המורכב ממינרלים שונים. [S] אבן היא משהו קשה.,0.5,0.9,0.24868613481521606
"[Q] מהי מדינה? [T] מדינה היא אזור גאוגרפי עם שלטון, חוקים ואוכלוסייה. [S] מדינה היא שטח עם אנשים ושלטון.",0.9,0.83,0.9868646860122681
"[Q] מהי מדינה? [T] מדינה היא אזור גאוגרפי עם שלטון, חוקים ואוכלוסייה. [S] מדינה היא מקום בעולם.",0.4,0.08,0.07087288796901703
[Q] מהו חשמל? [T] חשמל הוא צורה של אנרגיה הנוצרת מתנועת אלקטרונים. [S] חשמל הוא אנרגיה שמפעילה מכשירים.,0.8,0.64,0.2162020206451416
[Q] מהו חשמל? [T] חשמל הוא צורה של אנרגיה הנוצרת מתנועת אלקטרונים. [S] חשמל זה כוח.,0.3,0.63,0.06426442414522171
"[Q] כיצד שינויי אקלים משפיעים על מערכות אקולוגיות? [T] שינויי אקלים גורמים לעלייה בטמפרטורות, שינוי דפוסי גשם והפשרת קרחונים. [S] שינויי אקלים גורמים להתחממות, שינוי במזג האוויר ופגיעה בבתי גידול של בעלי חיים וצמחים.",0.9,0.89,1.0453397035598755
"[Q] כיצד שינויי אקלים משפיעים על מערכות אקולוגיות? [T] שינויי אקלים גורמים לעלייה בטמפרטורות, שינוי דפוסי גשם והפשרת קרחונים. [S] מזג האוויר משתנה בעולם.",0.4,0.63,0.0717666819691658
[Q] כיצד נוצרות הרים? [T] הרים נוצרים כתוצאה מהתנגשות בין לוחות טקטוניים או פעילות געשית לאורך זמן רב. [S] הרים נוצרים כאשר לוחות בכדור הארץ מתנגשים וגורמים לאדמה לעלות.,0.9,0.91,0.9565617442131042
[Q] כיצד נוצרות הרים? [T] הרים נוצרים כתוצאה מהתנגשות בין לוחות טקטוניים או פעילות געשית לאורך זמן רב. [S] הרים הם אדמה גבוהה.,0.5,0.36,0.17629769444465637
"[Q] מהי חשיבות המים למערכות חיים? [T] מים חיוניים לכל היצורים החיים, הם משמשים לתהליכים ביולוגיים, הובלת חומרים ושמירה על טמפרטורה. [S] מים חשובים כי כל היצורים החיים צריכים אותם כדי לשרוד ולתפקד.",1.0,0.29,0.9760385751724243
"[Q] מהי חשיבות המים למערכות חיים? [T] מים חיוניים לכל היצורים החיים, הם משמשים לתהליכים ביולוגיים, הובלת חומרים ושמירה על טמפרטורה. [S] מים זה דבר חשוב מאוד.",0.3,0.29,0.3036368191242218
"[Q] כיצד פועל מחזור המים בטבע? [T] מים מתאדים מהים והאגמים, מתעבים לעננים ויורדים כגשם חזרה לקרקע. [S] מים מתאדים, הופכים לעננים ואז יורדים כגשם וחוזרים לנהרות ולימים.",1.0,0.99,0.9150874614715576
"[Q] כיצד פועל מחזור המים בטבע? [T] מים מתאדים מהים והאגמים, מתעבים לעננים ויורדים כגשם חזרה לקרקע. [S] יש גשם בעולם.",0.2,0.0,0.06407391279935837
"[Q] מה תפקיד הצמחים במערכת האקולוגית? [T] צמחים מייצרים חמצן, מהווים בסיס לשרשרת המזון ומשפיעים על האקלים. [S] צמחים מייצרים חמצן ומשמשים מזון לבעלי חיים.",0.9,0.73,1.0029926300048828
"[Q] מה תפקיד הצמחים במערכת האקולוגית? [T] צמחים מייצרים חמצן, מהווים בסיס לשרשרת המזון ומשפיעים על האקלים. [S] צמחים חשובים לטבע.",0.4,0.23,0.15227539837360382
[Q] כיצד פועל מחזור הדם בגוף האדם? [T] הלב מזרים דם דרך כלי הדם לכל חלקי הגוף ומחזיר דם מחומצן ורווי חמצן. [S] הלב שואב דם ומעביר אותו לכל הגוף דרך כלי דם כדי לספק חמצן וחומרים חיוניים.,0.9,0.67,0.9192767143249512
[Q] כיצד פועל מחזור הדם בגוף האדם? [T] הלב מזרים דם דרך כלי הדם לכל חלקי הגוף ומחזיר דם מחומצן ורווי חמצן. [S] הלב מזרים דם בגוף.,0.4,0.98,0.45885562896728516
[Q] מהו תפקיד הריאות? [T] הריאות אחראיות על חילוף גזים: קליטת חמצן והוצאת פחמן דו-חמצני. [S] הריאות מכניסות חמצן לגוף ומוציאות פחמן דו חמצני.,1.0,0.31,0.9905438423156738
[Q] מהו תפקיד הריאות? [T] הריאות אחראיות על חילוף גזים: קליטת חמצן והוצאת פחמן דו-חמצני. [S] הריאות קשורות לנשימה.,0.6,0.68,0.15870457887649536
"[Q] מהו תפקיד המוח? [T] המוח שולט בכל פעולות הגוף, מחשבות, תנועה ותחושות. [S] המוח אחראי על שליטה בגוף ומעבד מידע.",0.9,0.9,0.8266269564628601
"[Q] מהו תפקיד המוח? [T] המוח שולט בכל פעולות הגוף, מחשבות, תנועה ותחושות. [S] המוח נמצא בראש.",0.3,0.44,0.02722829207777977
[Q] כיצד נוצרים עננים? [T] עננים נוצרים כאשר אדי מים מתעבים באוויר הקר ויוצרים טיפות קטנות. [S] עננים נוצרים מאדי מים שמתקררים והופכים לטיפות.,1.0,0.88,1.0348811149597168
[Q] כיצד נוצרים עננים? [T] עננים נוצרים כאשר אדי מים מתעבים באוויר הקר ויוצרים טיפות קטנות. [S] יש עננים בשמיים.,0.2,0.28,0.07634685933589935
"[Q] מהי חשיבות השמש לחיים על פני כדור הארץ? [T] השמש מספקת אור וחום החיוניים לקיום חיים ולתהליכים כמו פוטוסינתזה. [S] השמש מספקת אור, חום ואנרגיה שמאפשרים חיים על פני כדור הארץ.",1.0,0.89,1.037108302116394
[Q] מהי חשיבות השמש לחיים על פני כדור הארץ? [T] השמש מספקת אור וחום החיוניים לקיום חיים ולתהליכים כמו פוטוסינתזה. [S] השמש חמה.,0.3,0.81,0.03444819152355194
[Q] מהו אקלים? [T] אקלים הוא דפוס מזג האוויר באזור מסוים לאורך זמן ארוך. [S] אקלים הוא מזג האוויר הקבוע באזור לאורך שנים רבות.,0.9,0.65,0.9889580607414246
[Q] מהו אקלים? [T] אקלים הוא דפוס מזג האוויר באזור מסוים לאורך זמן ארוך. [S] אקלים זה מזג אוויר.,0.5,0.45,0.08025123924016953
"[Q] כיצד נוצרת אדמה פורייה? [T] אדמה פורייה נוצרת מפירוק חומר אורגני, פעילות מיקרואורגניזמים ושחיקה של סלעים לאורך זמן. [S] אדמה פורייה נוצרת מפירוק חומרים אורגניים, מינרלים ושחיקת סלעים שמעשירים את הקרקע.",1.0,0.86,1.0327374935150146
"[Q] כיצד נוצרת אדמה פורייה? [T] אדמה פורייה נוצרת מפירוק חומר אורגני, פעילות מיקרואורגניזמים ושחיקה של סלעים לאורך זמן. [S] אדמה נוצרת בטבע.",0.3,0.56,0.08287791907787323
[Q] מהי יבשת אמריקה? [T] יבשת אמריקה היא אחת משבע היבשות וכוללת את צפון ודרום אמריקה. [S] אמריקה היא יבשת גדולה הכוללת מדינות רבות בצפון ובדרום.,0.9,0.94,0.9282232522964478
[Q] מהי יבשת אמריקה? [T] יבשת אמריקה היא אחת משבע היבשות וכוללת את צפון ודרום אמריקה. [S] אמריקה היא מקום בעולם.,0.4,0.39,0.027570299804210663
"[Q] כיצד משפיעה הגאות והשפל על הסביבה? [T] גאות ושפל משפיעים על מפלס המים, על בתי גידול חופיים ועל פעילות האדם לאורך החוף. [S] גאות ושפל משנים את גובה המים ומשפיעים על החיים ליד הים.",1.0,0.56,1.0148837566375732
"[Q] כיצד משפיעה הגאות והשפל על הסביבה? [T] גאות ושפל משפיעים על מפלס המים, על בתי גידול חופיים ועל פעילות האדם לאורך החוף. [S] יש שינוי במים בים.",0.3,0.0,0.36903953552246094
"[Q] מהו כוח הכבידה? [T] כוח הכבידה הוא כוח שמושך גופים זה אל זה, ובמיוחד גורם לדברים ליפול לכיוון כדור הארץ. [S] כוח הכבידה מושך דברים כלפי מטה ומחזיק אותנו על הקרקע.",0.9,0.56,0.9785085916519165
"[Q] מהו כוח הכבידה? [T] כוח הכבידה הוא כוח שמושך גופים זה אל זה, ובמיוחד גורם לדברים ליפול לכיוון כדור הארץ. [S] דברים נופלים למטה.",0.5,0.0,0.14309591054916382
"[Q] כיצד נוצרת שפה? [T] שפה מתפתחת לאורך זמן בתוך קהילה אנושית באמצעות תקשורת, תרבות והיסטוריה משותפת. [S] שפה נוצרת כאשר אנשים מתחילים לתקשר ולפתח סימנים ומילים משותפות.",1.0,0.6,1.0320279598236084
"[Q] כיצד נוצרת שפה? [T] שפה מתפתחת לאורך זמן בתוך קהילה אנושית באמצעות תקשורת, תרבות והיסטוריה משותפת. [S] אנשים מדברים אחד עם השני.",0.4,0.38,0.5244857668876648
[Q] מהו חוק שימור האנרגיה? [T] חוק שימור האנרגיה קובע שאנרגיה אינה נוצרת ואינה נהרסת אלא רק משנה צורה. [S] אנרגיה לא נעלמת אלא רק עוברת מצורה אחת לאחרת כמו חום או תנועה.,1.0,0.0,0.6667891144752502
[Q] מהו חוק שימור האנרגיה? [T] חוק שימור האנרגיה קובע שאנרגיה אינה נוצרת ואינה נהרסת אלא רק משנה צורה. [S] אנרגיה יכולה להיווצר ולהיעלם.,0.2,0.38,0.10905681550502777
"[Q] כיצד פועל מעגל חשמלי בסיסי? [T] מעגל חשמלי פועל כאשר יש מקור מתח, מוליכים ונתיב סגור לזרימת זרם. [S] זרם חשמלי זורם כאשר המעגל סגור ויש מקור מתח שמניע את האלקטרונים.",1.0,0.74,0.8970881104469299
"[Q] כיצד פועל מעגל חשמלי בסיסי? [T] מעגל חשמלי פועל כאשר יש מקור מתח, מוליכים ונתיב סגור לזרימת זרם. [S] חשמל עובר בחוטים.",0.4,0.27,0.1569376140832901
"[Q] מהי הסתברות בסיסית? [T] הסתברות היא מדד לסיכוי שאירוע מסוים יתרחש, בין 0 ל-1. [S] הסתברות מתארת את הסיכוי שמשהו יקרה מתוך כלל האפשרויות.",1.0,0.42,0.7692655324935913
"[Q] מהי הסתברות בסיסית? [T] הסתברות היא מדד לסיכוי שאירוע מסוים יתרחש, בין 0 ל-1. [S] זה מספרים במתמטיקה.",0.3,0.0,0.07061721384525299
[Q] מהי נגזרת במתמטיקה? [T] נגזרת מתארת את קצב השינוי של פונקציה בנקודה מסוימת. [S] נגזרת מודדת איך פונקציה משתנה בנקודה מסוימת.,1.0,0.64,0.9844982028007507
[Q] מהי נגזרת במתמטיקה? [T] נגזרת מתארת את קצב השינוי של פונקציה בנקודה מסוימת. [S] זה חישוב במתמטיקה.,0.4,0.0,0.09762320667505264
"[Q] מהו מחקר מדעי? [T] מחקר מדעי הוא תהליך שיטתי של איסוף נתונים, ניסוח השערות ובדיקתן באמצעות ניסויים. [S] מחקר מדעי כולל ניסויים, בדיקת השערות והסקת מסקנות.",1.0,0.49,1.0016542673110962
"[Q] מהו מחקר מדעי? [T] מחקר מדעי הוא תהליך שיטתי של איסוף נתונים, ניסוח השערות ובדיקתן באמצעות ניסויים. [S] חוקרים עושים מחקר.",0.3,0.32,0.06128009408712387
[Q] כיצד עובד אלגוריתם מיון מהיר (QuickSort)? [T] QuickSort מחלק את המערך סביב איבר ציר וממיין רקורסיבית את החלקים הקטנים והגדולים ממנו. [S] האלגוריתם בוחר איבר ציר וממיין את הרשימה לשני חלקים עד שהכול מסודר.,1.0,0.59,0.5486331582069397
[Q] כיצד עובד אלגוריתם מיון מהיר (QuickSort)? [T] QuickSort מחלק את המערך סביב איבר ציר וממיין רקורסיבית את החלקים הקטנים והגדולים ממנו. [S] ממיינים רשימה בסדר כלשהו.,0.3,0.0,0.25268709659576416
[Q] מהי מטריצה במתמטיקה? [T] מטריצה היא מבנה דו-ממדי של מספרים המסודרים בשורות ועמודות. [S] מטריצה היא טבלה של מספרים עם שורות ועמודות.,1.0,0.36,0.9770349264144897
[Q] מהי מטריצה במתמטיקה? [T] מטריצה היא מבנה דו-ממדי של מספרים המסודרים בשורות ועמודות. [S] זה טבלה.,0.4,0.0,0.0488121397793293
[Q] מהו חור שחור? [T] חור שחור הוא אזור בחלל עם כוח כבידה חזק מאוד שמונע אפילו מאור לברוח. [S] חור שחור הוא אזור בחלל עם כוח כבידה חזק מאוד שאפילו אור לא יכול לצאת ממנו.,1.0,0.73,1.0050181150436401
[Q] מהו חור שחור? [T] חור שחור הוא אזור בחלל עם כוח כבידה חזק מאוד שמונע אפילו מאור לברוח. [S] זה משהו בחלל.,0.3,0.51,0.17322850227355957
[Q] מהי מערכת הפעלה? [T] מערכת הפעלה היא תוכנה שמנהלת את משאבי המחשב ומאפשרת להריץ תוכנות אחרות. [S] מערכת הפעלה מנהלת את המחשב ומפעילה תוכנות.,1.0,0.67,1.010871171951294
[Q] מהי מערכת הפעלה? [T] מערכת הפעלה היא תוכנה שמנהלת את משאבי המחשב ומאפשרת להריץ תוכנות אחרות. [S] זה תוכנה במחשב.,0.4,0.39,0.10522209107875824
[Q] מהו אלגוריתם גרידיאנט דסנט? [T] Gradient Descent הוא שיטה למציאת מינימום של פונקציה על ידי צעדים קטנים בכיוון הירידה. [S] זה אלגוריתם שמקטין פונקציה בהדרגה כדי למצוא מינימום.,1.0,0.36,0.8324742913246155
[Q] מהו אלגוריתם גרידיאנט דסנט? [T] Gradient Descent הוא שיטה למציאת מינימום של פונקציה על ידי צעדים קטנים בכיוון הירידה. [S] זה חישוב במתמטיקה.,0.3,0.0,0.11487507075071335
[Q] כיצד דגים נושמים מתחת למים? [T] דגים נושמים באמצעות זימים שמאפשרים להם להפיק חמצן מהמים. [S] דגים משתמשים בזימים כדי להוציא חמצן מהמים ולנשום מתחת למים.,1.0,0.98,1.0390899181365967
[Q] כיצד דגים נושמים מתחת למים? [T] דגים נושמים באמצעות זימים שמאפשרים להם להפיק חמצן מהמים. [S] דגים חיים במים.,0.3,0.63,0.09741085022687912
[Q] מהי נדידה של בעלי חיים? [T] נדידה היא תנועה עונתית של בעלי חיים ממקום למקום לצורך מזון או רבייה. [S] בעלי חיים נודדים ממקום למקום לפי עונות השנה כדי למצוא מזון ולשרוד.,1.0,0.26,1.0656167268753052
[Q] מהי נדידה של בעלי חיים? [T] נדידה היא תנועה עונתית של בעלי חיים ממקום למקום לצורך מזון או רבייה. [S] חיות זזות.,0.2,0.07,0.11649239808320999
[Q] כיצד פועלת שרשרת מזון? [T] שרשרת מזון מתארת מעבר אנרגיה ממפיקים לצרכנים בטבע. [S] שרשרת מזון מתארת איך חיות וצמחים מעבירים אנרגיה אחד לשני בטבע.,1.0,0.8,0.925420880317688
[Q] כיצד פועלת שרשרת מזון? [T] שרשרת מזון מתארת מעבר אנרגיה ממפיקים לצרכנים בטבע. [S] חיות אוכלות אחת את השנייה.,0.5,0.24,0.11763165146112442
"[Q] מהו טורף ומהו נטרף? [T] טורף הוא בעל חיים הצורך בעלי חיים אחרים, ונטרף הוא בעל החיים הנאכל. [S] טורף הוא חיה שאוכלת חיות אחרות, ונטרף הוא מי שנאכל.",1.0,0.83,1.0053969621658325
"[Q] מהו טורף ומהו נטרף? [T] טורף הוא בעל חיים הצורך בעלי חיים אחרים, ונטרף הוא בעל החיים הנאכל. [S] חיות אוכלות אחת את השנייה בטבע.",0.6,0.4,0.3144458830356598
[Q] כיצד בעלי חיים מסתגלים לסביבה? [T] בעלי חיים מפתחים התאמות פיזיות והתנהגותיות כדי לשרוד בתנאי הסביבה שלהם. [S] בעלי חיים משנים התנהגות ומבנה גוף כדי לשרוד בתנאים שונים.,1.0,0.58,1.0217931270599365
[Q] כיצד בעלי חיים מסתגלים לסביבה? [T] בעלי חיים מפתחים התאמות פיזיות והתנהגותיות כדי לשרוד בתנאי הסביבה שלהם. [S] חיות מתרגלות לסביבה.,0.4,0.33,0.4162582457065582
[Q] מהי רבייה בבעלי חיים? [T] רבייה היא תהליך שבו בעלי חיים מייצרים צאצאים להמשך המין. [S] בעלי חיים מביאים צאצאים כדי להמשיך את המין שלהם.,1.0,0.58,1.0618600845336914
[Q] מהי רבייה בבעלי חיים? [T] רבייה היא תהליך שבו בעלי חיים מייצרים צאצאים להמשך המין. [S] חיות מולידות גורים.,0.7,0.2,0.2363898903131485
"[Q] כיצד פועל מערכת האקולוגית ביער? [T] מערכת אקולוגית ביער כוללת צמחים, בעלי חיים, פטריות ומיקרואורגניזמים המקיימים יחסי גומלין. [S] ביער יש צמחים ובעלי חיים שמקיימים קשרים ביניהם ומאזנים את הסביבה.",1.0,0.71,0.7705662846565247
"[Q] כיצד פועל מערכת האקולוגית ביער? [T] מערכת אקולוגית ביער כוללת צמחים, בעלי חיים, פטריות ומיקרואורגניזמים המקיימים יחסי גומלין. [S] יש חיות ביער.",0.2,0.24,0.2362504005432129
[Q] מהו תפקיד הפטריות בטבע? [T] פטריות מפרקות חומר אורגני וממחזרות חומרים חזרה למערכת האקולוגית. [S] פטריות מפרקות חומרים מתים ומחזירות חומרים לקרקע.,1.0,0.65,1.045302152633667
[Q] מהו תפקיד הפטריות בטבע? [T] פטריות מפרקות חומר אורגני וממחזרות חומרים חזרה למערכת האקולוגית. [S] פטריות גדלות באדמה.,0.3,0.22,0.03673078119754791
"[Q] כיצד מתבצע תהליך האבקה בצמחים? [T] האבקה היא מעבר אבקה מפרח לפרח באמצעות חרקים, רוח או מים. [S] אבקה עוברת מפרח לפרח בעזרת חרקים או רוח וכך נוצרים זרעים.",1.0,0.46,1.0421862602233887
"[Q] כיצד מתבצע תהליך האבקה בצמחים? [T] האבקה היא מעבר אבקה מפרח לפרח באמצעות חרקים, רוח או מים. [S] פרחים מתרבים.",0.4,0.13,0.05948234722018242
[Q] מהו תפקיד הטורפים במערכת הטבעית? [T] טורפים מווסתים אוכלוסיות של בעלי חיים אחרים ושומרים על איזון אקולוגי. [S] טורפים שומרים על איזון בטבע על ידי שליטה במספר בעלי החיים.,1.0,0.66,1.0286400318145752
